"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"25-34 years"	"25-34"	"Dec., 1999"	"1999/12"	3504	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jan., 2000"	"2000/01"	3639	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Feb., 2000"	"2000/02"	3119	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Mar., 2000"	"2000/03"	3357	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Apr., 2000"	"2000/04"	3241	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"May, 2000"	"2000/05"	3550	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jun., 2000"	"2000/06"	3346	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jul., 2000"	"2000/07"	3581	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Aug., 2000"	"2000/08"	3498	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Sep., 2000"	"2000/09"	3288	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Oct., 2000"	"2000/10"	3361	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Nov., 2000"	"2000/11"	3084	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Dec., 2000"	"2000/12"	3387	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jan., 2001"	"2001/01"	3452	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Feb., 2001"	"2001/02"	3076	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Mar., 2001"	"2001/03"	3369	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Apr., 2001"	"2001/04"	3334	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"May, 2001"	"2001/05"	3497	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jun., 2001"	"2001/06"	3424	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jul., 2001"	"2001/07"	3569	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Aug., 2001"	"2001/08"	3625	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Sep., 2001"	"2001/09"	4113	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Oct., 2001"	"2001/10"	3389	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Nov., 2001"	"2001/11"	3343	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Dec., 2001"	"2001/12"	3492	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jan., 2002"	"2002/01"	3526	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Feb., 2002"	"2002/02"	3085	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Mar., 2002"	"2002/03"	3403	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Apr., 2002"	"2002/04"	3372	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"May, 2002"	"2002/05"	3583	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jun., 2002"	"2002/06"	3432	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jul., 2002"	"2002/07"	3746	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Aug., 2002"	"2002/08"	3538	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Sep., 2002"	"2002/09"	3471	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Oct., 2002"	"2002/10"	3440	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Nov., 2002"	"2002/11"	3262	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Dec., 2002"	"2002/12"	3497	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jan., 2003"	"2003/01"	3423	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Feb., 2003"	"2003/02"	3114	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Mar., 2003"	"2003/03"	3544	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Apr., 2003"	"2003/04"	3381	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"May, 2003"	"2003/05"	3368	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jun., 2003"	"2003/06"	3432	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jul., 2003"	"2003/07"	3680	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Aug., 2003"	"2003/08"	3549	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Sep., 2003"	"2003/09"	3351	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Oct., 2003"	"2003/10"	3503	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Nov., 2003"	"2003/11"	3372	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Dec., 2003"	"2003/12"	3583	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jan., 2004"	"2004/01"	3494	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Feb., 2004"	"2004/02"	3132	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Mar., 2004"	"2004/03"	3475	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Apr., 2004"	"2004/04"	3337	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"May, 2004"	"2004/05"	3436	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jun., 2004"	"2004/06"	3305	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jul., 2004"	"2004/07"	3640	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Aug., 2004"	"2004/08"	3604	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Sep., 2004"	"2004/09"	3353	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Oct., 2004"	"2004/10"	3495	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Nov., 2004"	"2004/11"	3194	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Dec., 2004"	"2004/12"	3403	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jan., 2005"	"2005/01"	3388	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Feb., 2005"	"2005/02"	3167	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Mar., 2005"	"2005/03"	3411	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Apr., 2005"	"2005/04"	3499	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"May, 2005"	"2005/05"	3559	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jun., 2005"	"2005/06"	3452	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jul., 2005"	"2005/07"	3822	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Aug., 2005"	"2005/08"	3587	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Sep., 2005"	"2005/09"	3475	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Oct., 2005"	"2005/10"	3627	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Nov., 2005"	"2005/11"	3431	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Dec., 2005"	"2005/12"	3507	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jan., 2006"	"2006/01"	3500	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Feb., 2006"	"2006/02"	3198	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Mar., 2006"	"2006/03"	3465	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Apr., 2006"	"2006/04"	3539	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"May, 2006"	"2006/05"	3669	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jun., 2006"	"2006/06"	3683	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jul., 2006"	"2006/07"	3946	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Aug., 2006"	"2006/08"	3699	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Sep., 2006"	"2006/09"	3563	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Oct., 2006"	"2006/10"	3564	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Nov., 2006"	"2006/11"	3430	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Dec., 2006"	"2006/12"	3696	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jan., 2007"	"2007/01"	3539	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Feb., 2007"	"2007/02"	3241	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Mar., 2007"	"2007/03"	3566	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Apr., 2007"	"2007/04"	3464	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"May, 2007"	"2007/05"	3678	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jun., 2007"	"2007/06"	3602	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jul., 2007"	"2007/07"	3794	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Aug., 2007"	"2007/08"	3668	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Sep., 2007"	"2007/09"	3533	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Oct., 2007"	"2007/10"	3504	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Nov., 2007"	"2007/11"	3403	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Dec., 2007"	"2007/12"	3580	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jan., 2008"	"2008/01"	3533	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Feb., 2008"	"2008/02"	3368	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Mar., 2008"	"2008/03"	3546	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Apr., 2008"	"2008/04"	3438	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"May, 2008"	"2008/05"	3666	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jun., 2008"	"2008/06"	3534	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jul., 2008"	"2008/07"	3783	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Aug., 2008"	"2008/08"	3643	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Sep., 2008"	"2008/09"	3418	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Oct., 2008"	"2008/10"	3500	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Nov., 2008"	"2008/11"	3413	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Dec., 2008"	"2008/12"	3433	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jan., 2009"	"2009/01"	3597	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Feb., 2009"	"2009/02"	3269	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Mar., 2009"	"2009/03"	3594	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Apr., 2009"	"2009/04"	3336	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"May, 2009"	"2009/05"	3608	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jun., 2009"	"2009/06"	3626	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jul., 2009"	"2009/07"	3676	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Aug., 2009"	"2009/08"	3610	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Sep., 2009"	"2009/09"	3514	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Oct., 2009"	"2009/10"	3688	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Nov., 2009"	"2009/11"	3510	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Dec., 2009"	"2009/12"	3474	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jan., 2010"	"2010/01"	3466	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Feb., 2010"	"2010/02"	3134	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Mar., 2010"	"2010/03"	3584	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Apr., 2010"	"2010/04"	3444	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"May, 2010"	"2010/05"	3823	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jun., 2010"	"2010/06"	3401	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jul., 2010"	"2010/07"	3706	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Aug., 2010"	"2010/08"	3677	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Sep., 2010"	"2010/09"	3397	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Oct., 2010"	"2010/10"	3528	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Nov., 2010"	"2010/11"	3481	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Dec., 2010"	"2010/12"	3618	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jan., 2011"	"2011/01"	3677	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Feb., 2011"	"2011/02"	3409	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Mar., 2011"	"2011/03"	3638	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Apr., 2011"	"2011/04"	3687	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"May, 2011"	"2011/05"	3748	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jun., 2011"	"2011/06"	3676	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jul., 2011"	"2011/07"	3959	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Aug., 2011"	"2011/08"	3826	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Sep., 2011"	"2011/09"	3434	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Oct., 2011"	"2011/10"	3595	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Nov., 2011"	"2011/11"	3515	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Dec., 2011"	"2011/12"	3584	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jan., 2012"	"2012/01"	3619	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Feb., 2012"	"2012/02"	3340	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Mar., 2012"	"2012/03"	3767	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Apr., 2012"	"2012/04"	3520	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"May, 2012"	"2012/05"	3788	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jun., 2012"	"2012/06"	3885	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jul., 2012"	"2012/07"	4054	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Aug., 2012"	"2012/08"	3777	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Sep., 2012"	"2012/09"	3671	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Oct., 2012"	"2012/10"	3626	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Nov., 2012"	"2012/11"	3623	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Dec., 2012"	"2012/12"	3921	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jan., 2013"	"2013/01"	3736	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Feb., 2013"	"2013/02"	3401	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Mar., 2013"	"2013/03"	3943	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Apr., 2013"	"2013/04"	3734	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"May, 2013"	"2013/05"	3707	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jun., 2013"	"2013/06"	3875	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jul., 2013"	"2013/07"	4006	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Aug., 2013"	"2013/08"	3950	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Sep., 2013"	"2013/09"	3752	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Oct., 2013"	"2013/10"	3695	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Nov., 2013"	"2013/11"	3744	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Dec., 2013"	"2013/12"	3920	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jan., 2014"	"2014/01"	4011	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Feb., 2014"	"2014/02"	3598	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Mar., 2014"	"2014/03"	3776	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Apr., 2014"	"2014/04"	3741	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"May, 2014"	"2014/05"	3968	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jun., 2014"	"2014/06"	3864	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jul., 2014"	"2014/07"	3906	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Aug., 2014"	"2014/08"	4064	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Sep., 2014"	"2014/09"	4012	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Oct., 2014"	"2014/10"	3985	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Nov., 2014"	"2014/11"	4065	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Dec., 2014"	"2014/12"	4187	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jan., 2015"	"2015/01"	4173	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Feb., 2015"	"2015/02"	3735	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Mar., 2015"	"2015/03"	4321	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Apr., 2015"	"2015/04"	4131	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"May, 2015"	"2015/05"	4444	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jun., 2015"	"2015/06"	4251	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jul., 2015"	"2015/07"	4501	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Aug., 2015"	"2015/08"	4481	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Sep., 2015"	"2015/09"	4379	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Oct., 2015"	"2015/10"	4501	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Nov., 2015"	"2015/11"	4260	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Dec., 2015"	"2015/12"	4340	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jan., 2016"	"2016/01"	4358	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Feb., 2016"	"2016/02"	4433	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Mar., 2016"	"2016/03"	4701	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Apr., 2016"	"2016/04"	4549	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"May, 2016"	"2016/05"	4821	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jun., 2016"	"2016/06"	4754	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jul., 2016"	"2016/07"	5150	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Aug., 2016"	"2016/08"	5077	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Sep., 2016"	"2016/09"	4738	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Oct., 2016"	"2016/10"	5128	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Nov., 2016"	"2016/11"	4801	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Dec., 2016"	"2016/12"	5106	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jan., 2017"	"2017/01"	5066	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Feb., 2017"	"2017/02"	4533	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Mar., 2017"	"2017/03"	4893	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Apr., 2017"	"2017/04"	4807	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"May, 2017"	"2017/05"	5123	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jun., 2017"	"2017/06"	5247	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jul., 2017"	"2017/07"	5278	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Aug., 2017"	"2017/08"	5237	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Sep., 2017"	"2017/09"	5069	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Oct., 2017"	"2017/10"	4951	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Nov., 2017"	"2017/11"	4992	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Dec., 2017"	"2017/12"	5019	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jan., 2018"	"2018/01"	5129	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Feb., 2018"	"2018/02"	4432	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Mar., 2018"	"2018/03"	4898	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Apr., 2018"	"2018/04"	4729	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"May, 2018"	"2018/05"	5062	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jun., 2018"	"2018/06"	4989	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Jul., 2018"	"2018/07"	5180	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Aug., 2018"	"2018/08"	5077	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Sep., 2018"	"2018/09"	4957	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Oct., 2018"	"2018/10"	4912	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Nov., 2018"	"2018/11"	4658	Not Applicable	Not Applicable
	"25-34 years"	"25-34"	"Dec., 2018"	"2018/12"	4821	Not Applicable	Not Applicable
"Total"	"25-34 years"	"25-34"			910379	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Jan., 1999"	"1999/01"	7746	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Feb., 1999"	"1999/02"	7070	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Mar., 1999"	"1999/03"	7644	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Apr., 1999"	"1999/04"	7242	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"May, 1999"	"1999/05"	7536	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Jun., 1999"	"1999/06"	7323	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Jul., 1999"	"1999/07"	7784	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Aug., 1999"	"1999/08"	7512	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Sep., 1999"	"1999/09"	7081	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Oct., 1999"	"1999/10"	7351	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Nov., 1999"	"1999/11"	7121	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Dec., 1999"	"1999/12"	7846	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Jan., 2000"	"2000/01"	8120	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Feb., 2000"	"2000/02"	7265	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Mar., 2000"	"2000/03"	7369	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Apr., 2000"	"2000/04"	7298	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"May, 2000"	"2000/05"	7548	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Jun., 2000"	"2000/06"	7298	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Jul., 2000"	"2000/07"	7538	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Aug., 2000"	"2000/08"	7517	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Sep., 2000"	"2000/09"	7257	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Oct., 2000"	"2000/10"	7421	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Nov., 2000"	"2000/11"	7339	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Dec., 2000"	"2000/12"	7828	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Jan., 2001"	"2001/01"	7856	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Feb., 2001"	"2001/02"	7158	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Mar., 2001"	"2001/03"	7712	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Apr., 2001"	"2001/04"	7343	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"May, 2001"	"2001/05"	7724	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Jun., 2001"	"2001/06"	7474	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Jul., 2001"	"2001/07"	7471	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Aug., 2001"	"2001/08"	7698	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Sep., 2001"	"2001/09"	8415	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Oct., 2001"	"2001/10"	7706	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Nov., 2001"	"2001/11"	7499	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Dec., 2001"	"2001/12"	7618	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Jan., 2002"	"2002/01"	7975	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Feb., 2002"	"2002/02"	7177	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Mar., 2002"	"2002/03"	7802	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Apr., 2002"	"2002/04"	7317	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"May, 2002"	"2002/05"	7756	Not Applicable	Not Applicable
	"35-44 years"	"35-44"	"Jun., 2002"	"2002/06"	7640	Not Applicable	Not Applicable
